,time,open,high,low,close,volume
326,2021-11-07,46.2,47.01,44.33,46.32,3533200
327,2021-11-14,45.67,46.77,43.96,45.47,2664400
328,2021-11-21,45.79,55.36,45.3,55.36,6766200
329,2021-11-28,55.36,57.39,52.91,54.75,3257400
330,2021-12-05,53.52,56.17,50.31,50.31,2687300
331,2021-12-12,50.47,53.73,48.6,52.51,2578400
332,2021-12-19,52.87,53.12,49.45,50.84,1793200
333,2021-12-26,50.88,50.88,48.03,49.45,1829700
334,2022-01-02,49.5,53.73,49.45,50.43,2229100
335,2022-01-09,50.51,52.51,49.25,50.88,1451000
336,2022-01-16,50.88,51.65,47.7,50.06,1409200
337,2022-01-23,50.35,50.35,38.83,38.83,4207600
338,2022-01-30,36.23,42.74,35.05,42.74,5246600
339,2022-02-06,,,,,0
340,2022-02-13,43.96,45.79,42.74,44.77,2198200
341,2022-02-20,42.78,47.95,42.78,46.4,1798900
342,2022-02-27,46.81,49.21,44.0,49.21,2867200
343,2022-03-06,50.8,52.14,49.17,49.37,2505300
344,2022-03-13,49.05,50.02,47.62,48.44,2619200
345,2022-03-20,48.48,52.1,45.1,50.72,3312000
346,2022-03-27,50.55,57.72,49.66,57.72,4443300
347,2022-04-03,57.8,60.81,57.19,60.0,4277700
348,2022-04-10,60.04,62.28,53.4,55.97,5437400
349,2022-04-17,56.13,60.85,53.4,59.18,2914900
350,2022-04-24,58.82,66.75,56.05,57.76,6670500
351,2022-05-01,56.29,57.8,49.98,56.58,4099700
352,2022-05-08,56.54,56.78,50.72,50.72,2457500
353,2022-05-15,50.27,50.27,40.78,40.78,3914500
354,2022-05-22,41.92,45.1,35.82,43.96,3273600
355,2022-05-29,44.16,52.26,43.15,51.69,3170000
356,2022-06-05,51.69,54.3,50.31,52.43,2576400
357,2022-06-12,52.1,57.8,50.47,54.54,4107300
358,2022-06-19,50.76,53.52,47.22,51.29,4768200
359,2022-06-26,51.29,52.71,42.53,48.64,3468800
360,2022-07-03,49.62,50.27,45.67,46.93,3239700
361,2022-07-10,45.45,47.15,39.24,42.12,3532200
362,2022-07-17,40.27,41.68,38.8,38.8,2412000
363,2022-07-24,38.8,46.93,38.43,45.08,3201900
364,2022-07-31,44.34,46.04,42.86,43.3,2465200
365,2022-08-07,43.3,47.59,41.75,46.48,2967500
366,2022-08-14,46.78,49.36,45.89,48.4,3887000
367,2022-08-21,48.92,53.72,48.18,52.02,4277600
368,2022-08-28,52.32,55.42,51.88,53.58,3084500
369,2022-09-04,52.47,54.24,51.36,52.99,2897500
370,2022-09-11,52.62,55.35,51.58,54.32,5477000
371,2022-09-18,54.91,58.82,54.54,55.72,7591564
372,2022-09-25,55.72,56.16,51.88,53.65,5829593
373,2022-10-02,51.73,53.21,44.27,47.59,6298217
374,2022-10-09,47.22,47.52,40.72,41.68,4799069
375,2022-10-16,40.64,50.84,40.64,50.84,6951744
376,2022-10-23,49.88,52.02,45.52,45.52,6265479
377,2022-10-30,45.82,47.96,39.91,45.82,6650961
378,2022-11-06,45.82,46.41,40.64,40.64,5488548
379,2022-11-13,40.64,41.16,31.37,31.37,6258173
380,2022-11-20,29.19,31.78,25.27,31.78,5753199
381,2022-11-27,31.78,32.48,25.49,26.75,5850511
382,2022-12-04,27.27,34.95,27.27,34.73,8723543
383,2022-12-11,35.18,35.4,30.3,32.15,6457073
384,2022-12-18,32.15,33.81,29.93,33.18,5404794
385,2022-12-25,33.25,34.88,28.45,29.12,5136516
386,2023-01-01,29.12,29.15,27.16,27.9,2316556
387,2023-01-08,28.08,30.15,28.08,28.38,2337903
388,2023-01-15,28.82,29.78,27.97,29.26,2429646
389,2023-01-22,29.6,31.92,28.67,31.92,3471487
390,2023-01-29,32.37,32.96,32.07,32.22,1012008
391,2023-02-05,32.18,33.18,29.63,30.52,4242382
392,2023-02-12,30.45,31.74,28.82,29.34,3524010
393,2023-02-19,29.34,30.3,27.86,29.49,2955527
394,2023-02-26,29.78,31.92,29.12,29.45,5034346
395,2023-03-05,28.52,29.04,26.23,27.19,3834724
396,2023-03-12,27.79,27.86,25.49,27.34,5846234
397,2023-03-19,26.97,27.34,25.49,25.83,4268146
398,2023-03-26,25.83,26.01,23.76,24.46,5420988
399,2023-04-02,24.53,24.72,20.32,21.21,12984781
400,2023-04-09,21.58,24.39,21.5,23.13,11955835
401,2023-04-16,23.65,25.49,23.43,24.24,11942864
402,2023-04-23,24.09,26.9,23.94,25.46,11947732
403,2023-04-30,25.49,25.57,24.09,25.35,7902043
404,2023-05-07,25.2,25.38,24.61,24.79,1934209
