,time,open,high,low,close,volume
368,2018-02-04,14.62,15.14,13.89,14.51,2568860
369,2018-02-11,14.37,14.51,11.92,12.8,1898410
370,2018-02-18,12.8,13.16,12.8,13.09,430580
371,2018-02-25,13.49,13.49,12.76,12.94,770120
372,2018-03-04,12.98,13.05,12.19,12.58,3521710
373,2018-03-11,12.36,12.54,11.63,11.92,2833660
374,2018-03-18,11.99,12.06,11.37,11.48,1679770
375,2018-03-25,11.42,11.63,10.8,11.0,1379700
376,2018-04-01,11.0,11.59,10.24,11.59,1857680
377,2018-04-08,11.88,11.99,10.68,11.0,2399700
378,2018-04-15,10.79,10.93,9.65,9.74,1974730
379,2018-04-22,9.65,9.69,8.46,8.98,2548810
380,2018-04-29,8.96,9.09,7.75,8.41,1401920
381,2018-05-06,8.41,8.41,7.24,7.39,815900
382,2018-05-13,7.39,8.37,7.31,8.04,2250130
383,2018-05-20,8.04,8.41,7.79,7.79,1292950
384,2018-05-27,8.01,8.19,7.42,7.42,1271460
385,2018-06-03,7.49,7.68,6.91,7.6,1241510
386,2018-06-10,7.82,9.25,7.75,8.98,3700830
387,2018-06-17,9.6,9.6,8.6,8.96,1953510
388,2018-06-24,8.96,9.19,8.11,8.7,1005980
389,2018-07-01,8.91,8.91,7.98,7.98,622050
390,2018-07-08,8.09,8.09,6.86,7.06,502100
391,2018-07-15,7.17,7.24,6.7,7.04,524080
392,2018-07-22,6.99,8.01,6.99,7.73,1580800
393,2018-07-29,7.42,7.68,7.17,7.32,1341420
394,2018-08-05,7.32,7.68,6.7,6.99,1633380
395,2018-08-12,7.06,7.06,6.65,6.91,735000
396,2018-08-19,6.91,7.27,6.86,6.86,861160
397,2018-08-26,7.06,7.06,6.76,6.88,840270
398,2018-09-02,6.94,6.99,6.81,6.83,764620
399,2018-09-09,6.86,6.88,6.6,6.63,591320
400,2018-09-16,6.68,6.76,6.4,6.7,1396770
401,2018-09-23,6.7,7.78,6.5,7.78,5778930
402,2018-09-30,7.81,7.83,7.47,7.63,5089820
403,2018-10-07,7.65,8.14,7.52,7.52,11276270
404,2018-10-14,7.47,7.78,6.45,6.86,8945880
405,2018-10-21,6.76,7.04,6.55,6.7,4663350
406,2018-10-28,6.81,6.83,5.68,5.68,3167560
407,2018-11-04,5.73,5.78,4.42,4.42,8862830
408,2018-11-11,4.61,4.78,4.35,4.43,3307890
409,2018-11-18,4.26,4.35,4.09,4.2,1354200
410,2018-11-25,4.25,4.27,4.04,4.04,851400
411,2018-12-02,4.04,4.09,3.71,3.89,1579160
412,2018-12-09,4.08,4.34,4.02,4.28,3239510
413,2018-12-16,4.29,4.29,4.1,4.18,1857650
414,2018-12-23,4.18,4.18,3.96,4.04,863990
415,2018-12-30,3.96,4.07,3.84,4.05,1124700
416,2019-01-06,4.04,4.05,3.49,3.61,429050
417,2019-01-13,3.61,3.74,3.56,3.57,876120
418,2019-01-20,3.58,3.62,3.35,3.35,991420
